id;primaryTitle;originalTitle;forAdults;releaseYear;endYear;runtimeInMinutes;title_type_id
tt11207778;Super Bomberman 3;Super Bomberman 3;0;1995;\N;\N;10
tt11207784;Buena genetica;Buena genetica;0;2013;\N;\N;3
tt11207786;What Mercy Looks Like;What Mercy Looks Like;0;2017;\N;24;2
tt11207808;Temple of Revenge;Adauchi sozenji baba;0;1957;\N;92;1
tt11207810;"Tampa Bay Lightning at New York Islanders; Dallas Stars vs. Colorado Avalanche";"Tampa Bay Lightning at New York Islanders; Dallas Stars vs. Colorado Avalanche";0;2019;\N;\N;3
tt11207814;Super Bomberman 4;Super Bomberman 4;0;1996;\N;\N;10
tt11207816;Frog Boyz;Frog Boyz;0;2016;\N;\N;4
tt11207818;Diabla;Diabla;0;2019;\N;15;2
tt11207820;"Ottawa Senators at Boston Bruins; Winnipeg Jets vs. Vegas Golden Knights";"Ottawa Senators at Boston Bruins; Winnipeg Jets vs. Vegas Golden Knights";0;2019;\N;\N;3
tt11207822;Ibrahim Selim ile Bu Gece #5: Kaan Sekban, Buse Sinem Iren;Ibrahim Selim ile Bu Gece #5: Kaan Sekban, Buse Sinem Iren;0;2019;\N;\N;3
tt11207826;Chicago Blackhawks at Anaheim Ducks;Chicago Blackhawks at Anaheim Ducks;0;2019;\N;\N;3
tt11207828;Saturn Bomberman;Saturn Bomberman;0;1996;\N;\N;10
tt11207836;Amaanaaiy;Amaanaaiy;0;1998;\N;166;1
tt11207838;Tröstungsversuch;Tröstungsversuch;0;2019;\N;\N;3
tt11207840;"Nashville Predators at Detroit Red Wings; Arizona Coyotes at Edmonton Oilers";"Nashville Predators at Detroit Red Wings; Arizona Coyotes at Edmonton Oilers";0;2019;\N;\N;3
tt11207842;Fraser Anning;Fraser Anning;0;2019;\N;60;3
tt11207846;Season 12 Finale;Season 12 Finale;0;2019;\N;6;3
tt11207850;Super Bomberman 5;Super Bomberman 5;0;1997;\N;\N;10
tt11207866;Måns Zelmerlöw/Evelyn Mok;Måns Zelmerlöw/Evelyn Mok;0;2019;\N;\N;3
tt11207868;Babben Larsson/Oscar Zia;Babben Larsson/Oscar Zia;0;2019;\N;\N;3
tt11207872;Tebukuro o nugasu otoko;Tebukuro o nugasu otoko;0;1946;\N;72;1
tt11207876;28 October 2019: Late Bulletin;28 October 2019: Late Bulletin;0;2019;\N;11;3
tt11207878;Saturn Bomberman Fight!!;Saturn Bomberman Fight!!;0;1997;\N;\N;10
tt11207882;Ove Sprogøe på film;Ove Sprogøe på film;0;1984;\N;\N;5
tt11207890;28 October 2019: Lunchtime Bulletin;28 October 2019: Lunchtime Bulletin;0;2019;\N;4;3
tt11207902;Lejos de Casa pelicula Venezolana;Lejos de Casa pelicula Venezolana;0;2020;\N;87;1
tt11207904;What Makes Our Marriage Work?;What Makes Our Marriage Work?;0;2019;\N;\N;3
tt11207912;My First Spanish Makeup Tutorial!;My First Spanish Makeup Tutorial!;0;2019;\N;\N;3
tt11207918;Cama, Mesa & Banho;Cama, Mesa & Banho;0;2014;\N;\N;2
tt11207920;Dougal Cameron;Dougal Cameron;0;2019;\N;80;3
tt11207926;Reacting to Your Assumptions About Me...;Reacting to Your Assumptions About Me...;0;2019;\N;\N;3
tt11207928;Day to Night Makeup Transformation;Day to Night Makeup Transformation;0;2019;\N;\N;3
tt11207930;What's in My Work Bag?;What's in My Work Bag?;0;2019;\N;\N;3
tt11207932;Sobre Papeis;Sobre Papeis;0;2014;\N;\N;2
tt11207938;30 October 2019: Lunchtime Bulletin;30 October 2019: Lunchtime Bulletin;0;2019;\N;4;3
tt1120794;Episode dated 19 October 2007;Episode dated 19 October 2007;0;2007;\N;\N;3
tt11207956;Sierra Sisters: The Hunt for Blackbeards Treasure;Sierra Sisters: The Hunt for Blackbeards Treasure;0;\N;\N;94;1
tt11207958;Organizing My Entire Makeup Collection;Organizing My Entire Makeup Collection;0;2019;\N;\N;3
tt11207960;Shop with Me: Head-to-Toe Luxury Consignment;Shop with Me: Head-to-Toe Luxury Consignment;0;2019;\N;\N;3
tt11207962;30 October 2019: Late Bulletin;30 October 2019: Late Bulletin;0;2019;\N;11;3
tt11207974;Pumpkin Patch Match: Love, Fall & Order - Pumpkins;Pumpkin Patch Match: Love, Fall & Order - Pumpkins;0;2019;\N;1;2
tt11207990;Pumpkin Patch Match: Love, Fall & Order - Pumpkin Spice;Pumpkin Patch Match: Love, Fall & Order - Pumpkin Spice;0;2019;\N;1;2
tt11208006;Det er Markus;Det er Markus;0;2019;\N;30;3
tt11208008;Maria Sanchez;Maria Sanchez;0;2020;\N;\N;2
tt1120801;Only Built for Cuban Wandas;Only Built for Cuban Wandas;0;\N;\N;\N;3
tt11208012;Womble Inventor of the Year;Womble Inventor of the Year;0;1998;\N;\N;3
tt11208014;Bomberman Online;Bomberman Online;0;2001;\N;\N;10
tt1120802;'Twas the Knife Before Christmas;'Twas the Knife Before Christmas;0;\N;\N;\N;3
tt11208020;Fine German Engineering;Fine German Engineering;0;2019;\N;\N;3
tt11208026;The Badge, the Bible, and Bigfoot;The Badge, the Bible, and Bigfoot;0;2019;\N;66;1
tt11208028;Flavor of Westport;Flavor of Westport;0;2019;\N;20;3
tt11208036;Dick and Gordy 1;Dick and Gordy 1;0;2019;\N;\N;3
tt11208042;Moving Lyric;Moving Lyric;0;2009;\N;\N;6
tt11208072;The Case of: Dakota Moore;The Case of: Dakota Moore;0;2021;\N;80;1
tt1120810;Boer Separatists;Boer Separatists;0;2000;\N;49;3
tt1120811;'Alles is liefde' special;'Alles is liefde' special;0;2007;\N;\N;3
tt11208122;True Crime Live;True Crime Live;0;2019;\N;60;6
tt11208136;8th March 2019 Evening News;8th March 2019 Evening News;0;2019;\N;\N;3
tt11208160;Instant;Instant;0;2019;\N;3;2
tt11208230;10th April 2019 Evening News;10th April 2019 Evening News;0;2019;\N;\N;3
tt11208270;Für Neo reicht's;Für Neo reicht's;0;2019;\N;\N;3
tt1120830;Each Man Kills;Each Man Kills;0;2001;\N;\N;3
tt11208320;A Visit to the Highland Burrow;A Visit to the Highland Burrow;0;1998;\N;\N;3
tt11208322;Yarrow: The Virtues of Monochrome;Yarrow: The Virtues of Monochrome;0;2019;\N;\N;2
tt1120836;Boo, Magoo/Magoo's Yacht Party;Boo, Magoo/Magoo's Yacht Party;0;1977;\N;\N;3
tt1120837;Choo Choo Magoo/For the Birds, Magoo;Choo Choo Magoo/For the Birds, Magoo;0;1977;\N;\N;3
tt11208372;TMZ;TMZ;0;\N;\N;\N;3
tt1120838;Come Back, Little McBarker/Magoo's Pizza;Come Back, Little McBarker/Magoo's Pizza;0;1977;\N;\N;3
tt1120839;Gold Rush Magoo/Magoo's Fountain of Youth;Gold Rush Magoo/Magoo's Fountain of Youth;0;1977;\N;\N;3
tt1120840;Good Neighbor Magoo/Kidnap Kaper Magoo;Good Neighbor Magoo/Kidnap Kaper Magoo;0;1977;\N;\N;3
tt1120843;Magoo's Monster Mansion/Mountain Man Magoo;Magoo's Monster Mansion/Mountain Man Magoo;0;1977;\N;\N;3
tt11208454;Bomberman Ultra;Bomberman Ultra;0;2009;\N;\N;10
tt1120846;Miniature Magoo/Roamin' Magoo;Miniature Magoo/Roamin' Magoo;0;1977;\N;\N;3
tt1120849;A Magoo Bagatelle/Tut Tut Magoo;A Magoo Bagatelle/Tut Tut Magoo;0;1977;\N;\N;3
tt11208496;The Real Dirty Dancing;The Real Dirty Dancing;0;2019;2019;\N;6
tt1120850;Motorcycle Magoo/Who's Zoo Magoo?;Motorcycle Magoo/Who's Zoo Magoo?;0;1977;\N;\N;3
tt11208504;Killer Bods;Killer Bods;0;2020;\N;\N;6
tt1120851;New Mexico, Old Monster;New Mexico, Old Monster;0;2004;\N;21;3
tt11208516;Trouble at Sea;Trouble at Sea;0;\N;\N;\N;3
tt11208518;Borracho Obama - Whiskey Boom;Borracho Obama - Whiskey Boom;0;2019;\N;\N;9
tt1120852;The San Franpsycho;The San Franpsycho;0;2004;\N;21;3
tt1120853;College Week from Seattle 1;College Week from Seattle 1;0;1995;\N;\N;3
tt1120854;Prayer of a Chance;Prayer of a Chance;0;1961;\N;30;3
tt11208544;In Here?;In Here?;0;2019;\N;8;2
tt11208548;Screens;Screens;0;2019;\N;\N;3
tt11208574;Sans Masker;Sans Masker;0;2019;\N;5;9
tt1120859;Yo on E!;Yo on E!;0;2007;\N;\N;6
tt1120860;Abi Titmuss;Abi Titmuss;0;2007;\N;40;3
tt11208600;Latin Leche 7;Latin Leche 7;1;2019;\N;140;9
tt1120861;Anne Robinson;Anne Robinson;0;2007;\N;40;3
tt11208624;Nickelodeon Studios in Orlando;Nickelodeon Studios in Orlando;0;2018;\N;\N;3
tt1120863;Faria Alam;Faria Alam;0;2006;\N;40;3
tt1120864;Freddie Flintoff;Freddie Flintoff;0;2007;\N;40;3
tt1120865;Jade Goody;Jade Goody;0;2007;\N;40;3
tt11208650;Ich dirty talke ihm seine Rotze aus dem Rüssel;Ich dirty talke ihm seine Rotze aus dem Rüssel;1;2019;\N;\N;3
